"SkillName","CanonicalSource","VariantCount","AvailableSources"
"hugging-face-paper-publisher","antigravity-claude","2","antigravity-claude;antigravity-codex"
"hugging-face-papers","antigravity-claude","2","antigravity-claude;antigravity-codex"
"hugging-face-tool-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"hugging-face-trackio","antigravity-claude","2","antigravity-claude;antigravity-codex"
"hugging-face-vision-trainer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"humanize-chinese","antigravity-claude","2","antigravity-claude;antigravity-codex"
"hybrid-cloud-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"hybrid-cloud-networking","antigravity-claude","2","antigravity-claude;antigravity-codex"
"hybrid-search-implementation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"i18n-localization","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"iconsax-library","antigravity-claude","2","antigravity-claude;antigravity-codex"
"idea-darwin","antigravity-claude","2","antigravity-claude;antigravity-codex"
"idea-os","antigravity-claude","2","antigravity-claude;antigravity-codex"
"identity-mirror","antigravity-claude","2","antigravity-claude;antigravity-codex"
"idor-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ilya-sutskever","antigravity-claude","2","antigravity-claude;antigravity-codex"
"imagen","antigravity-claude","2","antigravity-claude;antigravity-codex"
"image-studio","antigravity-claude","2","antigravity-claude;antigravity-codex"
"incident-responder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"incident-response-incident-response","antigravity-claude","2","antigravity-claude;antigravity-codex"
"incident-response-smart-fix","antigravity-claude","2","antigravity-claude;antigravity-codex"
"incident-runbook-templates","antigravity-claude","2","antigravity-claude;antigravity-codex"
"indexing-issue-auditor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"industrial-brutalist-ui","antigravity-claude","2","antigravity-claude;antigravity-codex"
"infinite-gratitude","antigravity-claude","2","antigravity-claude;antigravity-codex"
"inngest","antigravity-claude","2","antigravity-claude;antigravity-codex"
"instagram","antigravity-claude","2","antigravity-claude;antigravity-codex"
"instagram-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"interactive-portfolio","antigravity-claude","2","antigravity-claude;antigravity-codex"
"intercom-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"internal-comms","current-bundle","4","current-bundle;main;antigravity-claude;antigravity-codex"
"internal-comms-anthropic","antigravity-claude","2","antigravity-claude;antigravity-codex"
"internal-comms-community","antigravity-claude","2","antigravity-claude;antigravity-codex"
"interview-coach","antigravity-claude","2","antigravity-claude;antigravity-codex"
"inventory-demand-planning","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ios-debugger-agent","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ios-developer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"issues","antigravity-claude","2","antigravity-claude;antigravity-codex"
"istio-traffic-management","antigravity-claude","2","antigravity-claude;antigravity-codex"
"iterate-pr","antigravity-claude","2","antigravity-claude;antigravity-codex"
"itil-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"it-manager-hospital","antigravity-claude","2","antigravity-claude;antigravity-codex"
"it-manager-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"java-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"javascript-mastery","antigravity-claude","2","antigravity-claude;antigravity-codex"
"javascript-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"javascript-testing-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"javascript-typescript-typescript-scaffold","antigravity-claude","2","antigravity-claude;antigravity-codex"
"jira-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"jobgpt","antigravity-claude","2","antigravity-claude;antigravity-codex"
"jobs-to-be-done-analyst","antigravity-claude","2","antigravity-claude;antigravity-codex"
"jq","antigravity-claude","2","antigravity-claude;antigravity-codex"
"json-canvas","antigravity-claude","2","antigravity-claude;antigravity-codex"
"julia-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"junta-leiloeiros","antigravity-claude","2","antigravity-claude;antigravity-codex"
"k6-load-testing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"k8s-manifest-generator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"k8s-security-policies","antigravity-claude","2","antigravity-claude;antigravity-codex"
"kaizen","antigravity-claude","2","antigravity-claude;antigravity-codex"
"keyword-extractor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"klaviyo-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"kotler-macro-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"kotlin-coroutines-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"kpi-dashboard-design","antigravity-claude","2","antigravity-claude;antigravity-codex"
"kubernetes-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"kubernetes-deployment","antigravity-claude","2","antigravity-claude;antigravity-codex"
"lambdatest-agent-skills","antigravity-claude","2","antigravity-claude;antigravity-codex"
"landing-page-generator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"langchain-architecture","antigravity-claude","2","antigravity-claude;antigravity-codex"
"langfuse","antigravity-claude","2","antigravity-claude;antigravity-codex"
"langgraph","antigravity-claude","2","antigravity-claude;antigravity-codex"
"laravel-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"laravel-security-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"latex-paper-conversion","antigravity-claude","2","antigravity-claude;antigravity-codex"
"launch-strategy","antigravity-claude","2","antigravity-claude;antigravity-codex"
"lead-magnets","antigravity-claude","2","antigravity-claude;antigravity-codex"
"legacy-modernizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"legal-advisor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"leiloeiro-avaliacao","antigravity-claude","2","antigravity-claude;antigravity-codex"
"leiloeiro-edital","antigravity-claude","2","antigravity-claude;antigravity-codex"
"leiloeiro-ia","antigravity-claude","2","antigravity-claude;antigravity-codex"
"leiloeiro-juridico","antigravity-claude","2","antigravity-claude;antigravity-codex"
"leiloeiro-mercado","antigravity-claude","2","antigravity-claude;antigravity-codex"
"leiloeiro-risco","antigravity-claude","2","antigravity-claude;antigravity-codex"
"lex","antigravity-claude","2","antigravity-claude;antigravity-codex"
"libreoffice","antigravity-claude","2","antigravity-claude;antigravity-codex"
"lightning-architecture-review","antigravity-claude","2","antigravity-claude;antigravity-codex"
"lightning-channel-factories","antigravity-claude","2","antigravity-claude;antigravity-codex"
"lightning-factory-explainer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"linear-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"linkedin-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"linkedin-cli","antigravity-claude","2","antigravity-claude;antigravity-codex"
"linkedin-profile-optimizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"linkerd-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"lint-and-validate","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"linux-privilege-escalation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"linux-shell-scripting","antigravity-claude","2","antigravity-claude;antigravity-codex"
"linux-troubleshooting","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-application-dev-ai-assistant","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-application-dev-langchain-agent","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-application-dev-prompt-optimize","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-app-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-evaluation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-ops","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-prompt-optimizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"llm-structured-output","antigravity-claude","2","antigravity-claude;antigravity-codex"
"local-legal-seo-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"local-llm-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"logistics-exception-management","antigravity-claude","2","antigravity-claude;antigravity-codex"
"loss-aversion-designer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"m365-agents-dotnet","antigravity-claude","2","antigravity-claude;antigravity-codex"
"m365-agents-py","antigravity-claude","2","antigravity-claude;antigravity-codex"
"m365-agents-ts","antigravity-claude","2","antigravity-claude;antigravity-codex"
"machine-learning-ops-ml-pipeline","antigravity-claude","2","antigravity-claude;antigravity-codex"
"macos-menubar-tuist-app","antigravity-claude","2","antigravity-claude;antigravity-codex"
"macos-spm-app-packaging","antigravity-claude","2","antigravity-claude;antigravity-codex"
"magic-animator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"magic-ui-generator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mailchimp-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"make-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-animation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-basics","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-deployment","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-dsl","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-event-action","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-font","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-layout","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-platform","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-reference","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-shaders","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-skills","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-splash","antigravity-claude","2","antigravity-claude;antigravity-codex"
"makepad-widgets","antigravity-claude","2","antigravity-claude;antigravity-codex"
"malware-analyst","antigravity-claude","2","antigravity-claude;antigravity-codex"
"marketing-ideas","antigravity-claude","2","antigravity-claude;antigravity-codex"
"marketing-psychology","antigravity-claude","2","antigravity-claude;antigravity-codex"
"market-sizing-analysis","antigravity-claude","2","antigravity-claude;antigravity-codex"
"matematico-tao","antigravity-claude","2","antigravity-claude;antigravity-codex"
"matplotlib","antigravity-claude","2","antigravity-claude;antigravity-codex"
"maxia","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mcp-builder","current-bundle","4","current-bundle;main;antigravity-claude;antigravity-codex"
"mcp-builder-ms","antigravity-claude","2","antigravity-claude;antigravity-codex"
"memory-forensics","antigravity-claude","2","antigravity-claude;antigravity-codex"
"memory-safety-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"memory-systems","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mental-health-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mermaid-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"metasploit-framework","antigravity-claude","2","antigravity-claude;antigravity-codex"
"micro-saas-launcher","antigravity-claude","2","antigravity-claude;antigravity-codex"
"microservices-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"microsoft-azure-webjobs-extensions-authentication-events-dotnet","antigravity-claude","2","antigravity-claude;antigravity-codex"
"microsoft-teams-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"minecraft-bukkit-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"minimalist-ui","antigravity-claude","2","antigravity-claude;antigravity-codex"
"miro-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mise-configurator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mixpanel-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ml-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mlops-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"ml-pipeline-workflow","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mmx-cli","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mobile-design","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"mobile-developer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mobile-security-coder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"modern-javascript-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monday-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monetization","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monorepo-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monorepo-management","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monte-carlo-monitor-creation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monte-carlo-prevent","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monte-carlo-push-ingestion","antigravity-claude","2","antigravity-claude;antigravity-codex"
"monte-carlo-validation-notebook","antigravity-claude","2","antigravity-claude;antigravity-codex"
"moodle-external-api-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"moyu","antigravity-claude","2","antigravity-claude;antigravity-codex"
"mtls-configuration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"multi-advisor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"multi-agent-brainstorming","antigravity-claude","2","antigravity-claude;antigravity-codex"
"multi-agent-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"multi-agent-task-orchestrator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"multi-cloud-architecture","antigravity-claude","2","antigravity-claude;antigravity-codex"
"multi-platform-apps-multi-platform","antigravity-claude","2","antigravity-claude;antigravity-codex"
"n8n-code-javascript","antigravity-claude","2","antigravity-claude;antigravity-codex"
"n8n-code-python","antigravity-claude","2","antigravity-claude;antigravity-codex"
"n8n-expression-syntax","antigravity-claude","2","antigravity-claude;antigravity-codex"
"n8n-mcp-tools-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"n8n-node-configuration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"n8n-validation-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"n8n-workflow-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nanobanana-ppt-skills","antigravity-claude","2","antigravity-claude;antigravity-codex"
"native-data-fetching","antigravity-claude","2","antigravity-claude;antigravity-codex"
"neon-postgres","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nerdzao-elite","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nerdzao-elite-gemini-high","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nestjs-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"network-101","antigravity-claude","2","antigravity-claude;antigravity-codex"
"network-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"networkx","antigravity-claude","2","antigravity-claude;antigravity-codex"
"new-rails-project","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nextjs-app-router-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nextjs-best-practices","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nextjs-supabase-auth","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nft-standards","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nodejs-backend-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nodejs-best-practices","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"nosql-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"not-human-search-mcp","antigravity-claude","2","antigravity-claude;antigravity-codex"
"notion-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"notion-template-business","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nutrition-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"nx-workspace-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"objection-preemptor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"observability-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"observability-monitoring-monitor-setup","antigravity-claude","2","antigravity-claude;antigravity-codex"
"observability-monitoring-slo-implement","antigravity-claude","2","antigravity-claude;antigravity-codex"
"obsidian-bases","antigravity-claude","2","antigravity-claude;antigravity-codex"
"obsidian-cli","antigravity-claude","2","antigravity-claude;antigravity-codex"
"obsidian-clipper-template-creator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"obsidian-markdown","antigravity-claude","2","antigravity-claude;antigravity-codex"
"occupational-health-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-accounting-setup","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-automated-tests","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-backup-strategy","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-docker-deployment","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-ecommerce-configurator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-edi-connector","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-hr-payroll-setup","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-inventory-optimizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-l10n-compliance","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-manufacturing-advisor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-migration-helper","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-module-developer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-orm-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-performance-tuner","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-project-timesheet","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-purchase-workflow","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-qweb-templates","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-rpc-api","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-sales-crm-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-security-rules","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-shopify-integration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-upgrade-advisor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-woocommerce-bridge","antigravity-claude","2","antigravity-claude;antigravity-codex"
"odoo-xml-views-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"office-productivity","antigravity-claude","2","antigravity-claude;antigravity-codex"
"onboarding-cro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"onboarding-psychologist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"on-call-handoff-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"one-drive-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"openapi-spec-generation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"openclaw-github-repo-commander","antigravity-claude","2","antigravity-claude;antigravity-codex"
"oral-health-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"orchestrate-batch-refactor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"os-scripting","antigravity-claude","2","antigravity-claude;antigravity-codex"
"oss-hunter","antigravity-claude","2","antigravity-claude;antigravity-codex"
"osterwalder-canvas-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"outlook-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"outlook-calendar-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"page-cro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pagerduty-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"paid-ads","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pakistan-payments-stack","antigravity-claude","2","antigravity-claude;antigravity-codex"
"parallel-agents","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"payment-integration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"paypal-integration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"paywall-upgrade-cro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pci-compliance","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pdf-official","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pentest-checklist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pentest-commands","antigravity-claude","2","antigravity-claude;antigravity-codex"
"performance-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"performance-optimizer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"performance-profiling","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"performance-testing-review-ai-review","antigravity-claude","2","antigravity-claude;antigravity-codex"
"performance-testing-review-multi-agent-review","antigravity-claude","2","antigravity-claude;antigravity-codex"
"personal-tool-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"phase-gated-debugging","antigravity-claude","2","antigravity-claude;antigravity-codex"
"php-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pipecat-friday-agent","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pipedrive-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pitch-psychologist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"plaid-fintech","antigravity-claude","2","antigravity-claude;antigravity-codex"
"planning-with-files","antigravity-claude","2","antigravity-claude;antigravity-codex"
"plan-writing","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"playwright-java","antigravity-claude","2","antigravity-claude;antigravity-codex"
"playwright-skill","antigravity-claude","2","antigravity-claude;antigravity-codex"
"plotly","antigravity-claude","2","antigravity-claude;antigravity-codex"
"podcast-generation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"polars","antigravity-claude","2","antigravity-claude;antigravity-codex"
"popup-cro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"posix-shell-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"postgres-best-practices","antigravity-claude","2","antigravity-claude;antigravity-codex"
"postgresql","antigravity-claude","2","antigravity-claude;antigravity-codex"
"postgresql-optimization","antigravity-claude","2","antigravity-claude;antigravity-codex"
"posthog-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"postmark-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"postmortem-writing","antigravity-claude","2","antigravity-claude;antigravity-codex"
"powershell-windows","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"pptx-official","antigravity-claude","2","antigravity-claude;antigravity-codex"
"price-psychology-strategist","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pricing-strategy","antigravity-claude","2","antigravity-claude;antigravity-codex"
"prisma-expert","antigravity-claude","2","antigravity-claude;antigravity-codex"
"privacy-by-design","antigravity-claude","2","antigravity-claude;antigravity-codex"
"privilege-escalation-methods","antigravity-claude","2","antigravity-claude;antigravity-codex"
"product-design","antigravity-claude","2","antigravity-claude;antigravity-codex"
"product-inventor","antigravity-claude","2","antigravity-claude;antigravity-codex"
"production-code-audit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"production-scheduling","antigravity-claude","2","antigravity-claude;antigravity-codex"
"product-manager","antigravity-claude","2","antigravity-claude;antigravity-codex"
"product-manager-toolkit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"product-marketing-context","antigravity-claude","2","antigravity-claude;antigravity-codex"
"professional-proofreader","antigravity-claude","2","antigravity-claude;antigravity-codex"
"programmatic-seo","antigravity-claude","2","antigravity-claude;antigravity-codex"
"progressive-estimation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"progressive-web-app","antigravity-claude","2","antigravity-claude;antigravity-codex"
"project-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"projection-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"prometheus-configuration","antigravity-claude","2","antigravity-claude;antigravity-codex"
"prompt-caching","antigravity-claude","2","antigravity-claude;antigravity-codex"
"prompt-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"prompt-engineering","antigravity-claude","2","antigravity-claude;antigravity-codex"
"prompt-engineering-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"prompt-library","antigravity-claude","2","antigravity-claude;antigravity-codex"
"protect-mcp-governance","antigravity-claude","2","antigravity-claude;antigravity-codex"
"protocol-reverse-engineering","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pr-writer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pubmed-database","antigravity-claude","2","antigravity-claude;antigravity-codex"
"puzzle-activity-planner","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pydantic-ai","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pydantic-models-py","antigravity-claude","2","antigravity-claude;antigravity-codex"
"pypict-skill","antigravity-claude","2","antigravity-claude;antigravity-codex"
"python-development-python-scaffold","antigravity-claude","2","antigravity-claude;antigravity-codex"
"python-fastapi-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"python-packaging","antigravity-claude","2","antigravity-claude;antigravity-codex"
"python-patterns","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"python-performance-optimization","antigravity-claude","2","antigravity-claude;antigravity-codex"
"python-pptx-generator","antigravity-claude","2","antigravity-claude;antigravity-codex"
"python-pro","antigravity-claude","2","antigravity-claude;antigravity-codex"
"python-testing-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"qiskit","antigravity-claude","2","antigravity-claude;antigravity-codex"
"quality-nonconformance","antigravity-claude","2","antigravity-claude;antigravity-codex"
"quant-analyst","antigravity-claude","2","antigravity-claude;antigravity-codex"
"radix-ui-design-system","antigravity-claude","2","antigravity-claude;antigravity-codex"
"rag-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"rag-implementation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"rayden-code","antigravity-claude","2","antigravity-claude;antigravity-codex"
"rayden-use","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-best-practices","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-component-performance","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-flow-architect","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-flow-node-ts","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-modernization","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-native-architecture","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-nextjs-development","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-state-management","antigravity-claude","2","antigravity-claude;antigravity-codex"
"react-ui-patterns","antigravity-claude","2","antigravity-claude;antigravity-codex"
"readme","antigravity-claude","2","antigravity-claude;antigravity-codex"
"recallmax","antigravity-claude","2","antigravity-claude;antigravity-codex"
"receiving-code-review","superpowers","4","current-bundle;superpowers;antigravity-claude;antigravity-codex"
"reddit-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"redesign-existing-projects","antigravity-claude","2","antigravity-claude;antigravity-codex"
"red-team-tactics","current-bundle","3","current-bundle;antigravity-claude;antigravity-codex"
"red-team-tools","antigravity-claude","2","antigravity-claude;antigravity-codex"
"reference-builder","antigravity-claude","2","antigravity-claude;antigravity-codex"
"referral-program","antigravity-claude","2","antigravity-claude;antigravity-codex"
"rehabilitation-analyzer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"remotion","antigravity-claude","2","antigravity-claude;antigravity-codex"
"remotion-best-practices","antigravity-claude","2","antigravity-claude;antigravity-codex"
"render-automation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"requesting-code-review","superpowers","3","superpowers;antigravity-claude;antigravity-codex"
"returns-reverse-logistics","antigravity-claude","2","antigravity-claude;antigravity-codex"
"reverse-engineer","antigravity-claude","2","antigravity-claude;antigravity-codex"
"revops","antigravity-claude","2","antigravity-claude;antigravity-codex"
"risk-manager","antigravity-claude","2","antigravity-claude;antigravity-codex"
"risk-metrics-calculation","antigravity-claude","2","antigravity-claude;antigravity-codex"
"robius-app-architecture","antigravity-claude","2","antigravity-claude;antigravity-codex"
"robius-event-action","antigravity-claude","2","antigravity-claude;antigravity-codex"
